feature	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
PWY-7316: dTDP-N-acetylviosamine biosynthesis	1.6923e-06	1.87927e-06	0	0	8.72696e-06	0	0	0	0	0	1.30825e-06	1.36624e-06	1.46211e-06	7.07153e-06	0	0	2.10039e-06	0	1.96732e-06	0	0	0	0	0	8.18986e-07	0	2.53393e-06	5.61775e-05	6.38286e-06	4.20583e-06	6.01003e-06	0	0	0	0	0	0	0	9.21734e-06	0	0	0	1.7237e-05	0	0	0	5.29131e-07	0	1.57445e-06	0	8.73e-06	0	0	4.15296e-06	0	4.23867e-07	0	0	0	0	3.71441e-06	0	8.37746e-05	0	0	2.47626e-06	0	0	0	2.70663e-05	0	0	2.33158e-05	0	0	0	0	0	1.86279e-06	0	1.51811e-06	0	2.68457e-06	0	0	0.000128879
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	1.68057e-06	2.52473e-06	1.86199e-06	2.96429e-06	3.58602e-06	5.72303e-06	0	7.27427e-06	5.75187e-06	2.64333e-07	3.0431e-05	2.69374e-06	4.12169e-06	0	0	4.1716e-05	0	0	0	0	0	0	0	0	1.84696e-06	6.73506e-06	0	2.59836e-06	2.30092e-05	0	5.73671e-05	2.06191e-05	5.23751e-07	0	5.61327e-06	6.81854e-07	0	2.22879e-06	0	3.53503e-06	2.05999e-06	0	3.69846e-06	1.10633e-06	0	1.42182e-06	3.05664e-05	1.14043e-06	0	8.81489e-06	4.58878e-06	0	0	3.15603e-06	0	1.16978e-06	0	1.28536e-05	5.16818e-07	0	0	0	3.85214e-06	3.67479e-06	9.7707e-07	3.67992e-06	2.76838e-06	3.30454e-06	0	4.63151e-06	2.8734e-06	2.29895e-06	0	0	0	0	8.07403e-06	1.70408e-06	0	1.8468e-06	5.79663e-06	0	9.67125e-07	0	3.46893e-05	2.40593e-06
GLUDEG-I-PWY: GABA shunt	1.67751e-06	9.01901e-05	8.59441e-06	5.34369e-07	9.78431e-06	6.69518e-07	1.21164e-05	2.7055e-05	4.03508e-06	1.03972e-05	4.21396e-05	5.29293e-05	1.93788e-05	2.72824e-05	2.36035e-05	2.13716e-05	7.01261e-06	1.91945e-06	3.76688e-06	4.2923e-06	1.62757e-05	1.14652e-05	4.183e-05	2.92389e-05	3.12486e-05	2.66365e-05	0	2.14335e-06	2.20381e-05	2.89225e-05	5.83133e-05	3.77799e-06	2.83377e-06	5.53683e-06	1.80595e-05	1.45488e-05	1.53651e-06	5.28697e-05	5.72902e-05	1.43351e-06	2.23034e-06	9.67468e-06	9.2717e-05	8.30102e-06	9.7998e-06	1.44735e-05	3.75687e-05	3.10013e-06	5.12094e-06	0	0	0	2.60843e-06	6.58001e-06	3.41495e-05	1.65373e-05	1.95297e-05	7.97557e-06	5.91086e-06	5.98178e-06	1.84755e-06	0	7.33007e-06	2.33739e-05	3.25882e-05	4.38766e-05	8.51584e-05	1.20385e-06	3.61057e-05	2.48167e-05	2.2205e-06	6.27403e-05	3.94428e-06	3.03744e-06	0	1.29637e-05	1.8987e-05	2.21933e-05	5.9144e-05	5.13567e-05	0	1.1663e-06	4.57178e-07	0	2.12895e-05	5.39511e-05
P221-PWY: octane oxidation	1.46511e-06	2.18639e-05	0	0	1.4646e-07	0	1.73856e-06	6.35223e-06	2.09994e-06	7.73268e-06	2.14507e-05	3.02967e-05	4.63748e-08	2.73653e-06	2.36069e-06	0	7.03168e-07	0	5.12945e-07	0	0	1.17151e-05	1.65437e-05	1.92993e-06	4.1066e-07	2.54527e-06	0	0	2.84116e-06	1.38469e-06	6.65282e-06	9.5007e-08	0	0	0	3.26509e-06	0	0	6.68081e-06	0	1.01645e-06	0	3.4891e-07	0	2.03357e-06	1.28017e-06	8.24339e-05	0	0	7.85683e-07	1.03477e-07	0	0	1.93307e-07	5.43122e-07	4.23239e-06	1.59343e-06	2.448e-06	0	0	0	0	3.3034e-07	2.4055e-06	0	4.99119e-06	0	0	1.07988e-05	1.99177e-06	0	0	1.35591e-07	0	0	0	0	0	2.31793e-06	7.11194e-06	0	0	0	0	6.13514e-07	2.19153e-05
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	1.46413e-06	1.39017e-05	1.40178e-07	0	1.41165e-06	0	5.11721e-07	5.82364e-06	0	2.29248e-05	4.89904e-05	1.31665e-05	8.51565e-07	5.55068e-06	9.99366e-06	1.29692e-05	0	0	0	0	0	2.8449e-06	2.31912e-05	4.15141e-06	2.80241e-06	4.86989e-06	0	0	1.25929e-05	3.04765e-07	4.88134e-06	0	1.87954e-07	0	0	2.14388e-06	0	0	2.1709e-05	0	3.23417e-06	4.60684e-07	1.04579e-06	0	2.41073e-05	1.91116e-06	3.80152e-05	0	4.31641e-07	0	3.74435e-07	0	0	7.08084e-07	3.8032e-06	4.51505e-05	3.89686e-06	2.86629e-06	0	0	3.83414e-07	0	1.95832e-06	2.34217e-06	1.55506e-06	6.88495e-06	0	0	3.89284e-05	4.52159e-06	0	1.66775e-06	0	0	0	5.54429e-06	0	0	2.10263e-05	1.31006e-05	0	0	0	0	1.24556e-06	4.65213e-05
PWY-7046: 4-coumarate degradation (anaerobic)	1.35785e-06	3.93301e-07	4.29612e-07	3.6139e-07	2.18807e-06	8.05088e-07	5.5729e-06	1.53089e-06	2.46042e-06	4.69351e-05	8.96926e-05	3.95785e-05	8.92731e-06	2.44454e-06	0	0	7.78353e-07	0	1.5434e-06	0	0	2.17962e-05	3.15648e-05	1.17997e-05	2.5632e-05	1.47642e-05	8.77221e-06	8.48746e-07	0	7.72832e-06	1.38169e-05	2.59818e-06	1.87911e-06	4.85518e-06	0	6.02233e-06	0	0	1.4053e-06	1.85792e-06	4.72351e-06	6.97004e-06	3.43887e-06	2.96781e-06	6.90047e-05	2.67572e-06	4.58242e-06	4.5077e-06	0	1.01918e-06	1.78211e-06	4.64156e-07	0	2.90667e-06	2.45288e-05	5.03915e-05	1.21033e-05	6.52251e-06	7.84612e-07	0	1.96646e-06	1.21078e-06	5.37773e-06	2.80169e-06	1.97995e-05	1.34298e-05	4.27931e-06	0	7.32404e-05	6.62191e-06	8.78739e-07	2.75894e-06	1.43334e-06	0	0	0	4.82535e-06	0	3.63796e-05	5.00576e-06	9.59304e-07	0	0	0	3.15512e-06	4.23857e-05
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	1.35273e-06	2.01176e-05	3.95523e-06	8.48158e-07	5.30845e-07	4.0695e-07	1.04658e-06	4.3419e-06	0	3.43765e-06	2.37792e-07	4.26788e-06	3.68071e-06	1.64026e-06	8.09963e-06	0	1.00528e-06	5.83426e-07	0	0	7.55475e-06	0	1.67066e-06	0	0	0	0	2.49296e-06	4.93644e-06	0	3.31891e-06	0	3.20485e-06	0	0	7.86271e-06	0	0	0	0	1.72334e-06	9.94806e-07	1.03812e-06	5.75413e-06	1.71423e-06	1.10184e-06	6.37915e-05	1.15611e-06	1.01341e-06	1.00179e-06	0	2.34044e-06	0	9.87945e-08	0	4.62956e-07	1.22173e-05	2.90629e-07	0	0	1.00962e-06	0	1.3103e-06	0	0	0	0	0	1.07239e-06	0	0	0	1.16945e-06	0	0	6.79131e-06	0	0	9.67093e-06	9.52372e-06	0	0	1.45779e-06	0	4.105e-06	1.84243e-05
PWY-5705: allantoin degradation to glyoxylate III	1.33366e-06	1.35794e-06	8.82328e-07	0	1.55734e-06	0	2.32915e-06	2.48617e-06	1.30793e-06	4.94705e-05	2.79957e-05	3.49614e-05	5.75125e-06	8.67633e-07	0	0	2.48393e-07	0	5.50542e-07	1.63949e-06	0	1.67644e-05	4.90164e-05	8.33856e-06	2.52067e-05	1.39637e-05	0	0	0	4.52771e-06	2.61783e-06	0	2.63775e-07	2.30819e-07	0	9.35825e-07	0	0	5.34335e-06	0	7.0568e-06	6.64219e-07	3.85168e-06	0	9.1767e-05	3.75353e-06	3.05681e-06	0	2.3718e-06	0	0	1.79521e-07	0	1.46505e-06	3.49543e-05	6.49996e-05	6.74387e-06	6.54316e-06	3.24367e-07	0	0	0	3.82235e-07	6.46845e-06	1.51726e-05	1.36703e-05	0	0	5.67226e-05	6.16074e-06	1.53738e-07	4.94723e-07	1.84696e-06	0	0	0	0	0	1.75565e-05	2.81305e-06	0	0	2.64588e-07	0	1.54338e-06	3.44914e-05
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	1.3129e-06	1.20302e-05	1.17436e-07	0	1.20977e-06	0	4.29708e-07	5.07289e-06	0	1.9529e-05	4.4165e-05	1.11916e-05	7.12574e-07	5.00247e-06	9.69199e-06	1.5267e-05	2.79392e-07	0	3.83813e-07	0	0	2.40387e-06	2.04973e-05	3.53118e-06	2.34597e-06	4.37291e-06	0	0	1.23071e-05	2.545e-07	4.3081e-06	0	1.59741e-07	0	0	1.81199e-06	0	0	1.92341e-05	0	2.83816e-06	3.86799e-07	8.8903e-07	0	2.04719e-05	1.70015e-06	3.36769e-05	0	3.66936e-07	0	3.27789e-07	0	0	5.969e-07	3.18516e-06	3.91446e-05	3.30008e-06	2.47604e-06	0	0	3.2269e-07	0	1.67434e-06	2.00627e-06	1.30296e-06	5.99182e-06	0	0	3.4711e-05	3.95822e-06	0	1.55954e-06	0	0	0	5.36134e-06	0	0	1.85182e-05	1.15416e-05	0	0	0	0	1.05834e-06	4.29594e-05
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	1.3129e-06	1.20302e-05	1.17436e-07	0	1.20977e-06	0	4.29708e-07	5.07289e-06	0	1.9529e-05	4.4165e-05	1.11916e-05	7.12574e-07	5.00247e-06	9.69199e-06	1.5267e-05	2.79392e-07	0	3.83813e-07	0	0	2.40387e-06	2.04973e-05	3.53118e-06	2.34597e-06	4.37291e-06	0	0	1.23071e-05	2.545e-07	4.3081e-06	0	1.59741e-07	0	0	1.81199e-06	0	0	1.92341e-05	0	2.83816e-06	3.86799e-07	8.8903e-07	0	2.04719e-05	1.70015e-06	3.36769e-05	0	3.66936e-07	0	3.27789e-07	0	0	5.969e-07	3.18516e-06	3.91446e-05	3.30008e-06	2.47604e-06	0	0	3.2269e-07	0	1.67434e-06	2.00627e-06	1.30296e-06	5.99182e-06	0	0	3.4711e-05	3.95822e-06	0	1.55954e-06	0	0	0	5.36134e-06	0	0	1.85182e-05	1.15416e-05	0	0	0	0	1.05834e-06	4.29594e-05
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	1.3129e-06	1.20302e-05	1.17436e-07	0	1.20977e-06	0	4.29708e-07	5.07289e-06	0	1.9529e-05	4.4165e-05	1.11916e-05	7.12574e-07	5.00247e-06	9.69199e-06	1.5267e-05	2.79392e-07	0	3.83813e-07	0	0	2.40387e-06	2.04973e-05	3.53118e-06	2.34597e-06	4.37291e-06	0	0	1.23071e-05	2.545e-07	4.3081e-06	0	1.59741e-07	0	0	1.81199e-06	0	0	1.92341e-05	0	2.83816e-06	3.86799e-07	8.8903e-07	0	2.04719e-05	1.70015e-06	3.36769e-05	0	3.66936e-07	0	3.27789e-07	0	0	5.969e-07	3.18516e-06	3.91446e-05	3.30008e-06	2.47604e-06	0	0	3.2269e-07	0	1.67434e-06	2.00627e-06	1.30296e-06	5.99182e-06	0	0	3.4711e-05	3.95822e-06	0	1.55954e-06	0	0	0	5.36134e-06	0	0	1.85182e-05	1.15416e-05	0	0	0	0	1.05834e-06	4.29594e-05
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	1.3129e-06	1.20302e-05	1.17436e-07	0	1.20977e-06	0	4.29708e-07	5.07289e-06	0	1.9529e-05	4.4165e-05	1.11916e-05	7.12574e-07	5.00247e-06	9.69199e-06	1.5267e-05	2.79392e-07	0	3.83813e-07	0	0	2.40387e-06	2.04973e-05	3.53118e-06	2.34597e-06	4.37291e-06	0	0	1.23071e-05	2.545e-07	4.3081e-06	0	1.59741e-07	0	0	1.81199e-06	0	0	1.92341e-05	0	2.83816e-06	3.86799e-07	8.8903e-07	0	2.04719e-05	1.70015e-06	3.36769e-05	0	3.66936e-07	0	3.27789e-07	0	0	5.969e-07	3.18516e-06	3.91446e-05	3.30008e-06	2.47604e-06	0	0	3.2269e-07	0	1.67434e-06	2.00627e-06	1.30296e-06	5.99182e-06	0	0	3.4711e-05	3.95822e-06	0	1.55954e-06	0	0	0	5.36134e-06	0	0	1.85182e-05	1.15416e-05	0	0	0	0	1.05834e-06	4.29594e-05
PWY0-41: allantoin degradation IV (anaerobic)	1.27516e-06	1.26025e-06	5.56977e-07	0	1.29143e-06	0	2.01441e-06	1.42871e-06	1.22587e-06	3.39295e-05	3.27674e-05	3.32265e-05	3.21114e-06	1.05097e-06	0	0	0	0	0	0	0	1.23796e-05	2.11047e-05	3.82952e-06	1.31364e-05	3.70838e-06	0	0	0	3.6853e-06	3.27662e-06	0	2.09665e-07	2.05947e-07	0	1.24834e-06	0	0	3.37526e-06	0	3.41517e-06	0	1.57515e-06	0	3.59402e-05	1.38899e-06	1.48197e-06	0	0	0	0	0	0	2.70042e-07	1.21785e-05	5.0877e-05	8.65156e-07	2.58797e-06	0	0	0	0	4.85829e-07	2.56621e-06	5.83087e-06	3.56667e-06	0	0	4.56711e-05	5.56026e-06	1.61728e-07	6.2957e-07	1.12509e-06	0	0	0	0	0	1.37368e-05	2.65727e-06	0	0	0	0	1.44472e-06	2.17696e-05
PWY-5088: L-glutamate degradation VIII (to propanoate)	1.27409e-06	2.39579e-06	0	0	0	0	0	1.1845e-06	2.32242e-06	0	0	1.58322e-06	0	0	0	0	2.17187e-06	0	0	0	0	7.42559e-06	3.81893e-06	0	0	0	0	0	1.37013e-05	8.86213e-06	0	2.67286e-07	0	0	0	1.70857e-06	0	0	0	0	0	0	3.84466e-06	0	0	0	0	0	0	0	1.59036e-06	0	0	2.42416e-06	0	9.80437e-07	0	2.60096e-06	0	0	1.84521e-06	0	0	0	0	0	0	0	0	5.58011e-06	0	0	5.98331e-07	0	0	0	0	0	0	1.06595e-05	0	0	0	0	0	1.12858e-05
PWY-6785: hydrogen production VIII	1.27204e-06	0	1.32113e-07	0	5.33564e-07	0	0	0	0	0	2.06797e-06	6.79589e-07	0	0	0	0	1.03672e-06	0	0	1.60039e-06	0	0	0	0	1.22199e-06	0	0	0	0	5.51094e-07	1.12725e-05	0	0	3.6298e-07	0	0	0	0	2.99104e-06	0	3.8222e-07	1.6573e-06	0	0	0	0	0	0	0	0	0	3.55925e-06	1.02111e-06	0	0	0	0	5.58823e-07	0	0	0	0	0	0	0	0	2.01592e-06	0	0	9.51579e-07	0	0	1.61115e-06	2.00333e-07	1.78337e-06	0	0	0	0	0	0	0	0	0	9.67906e-07	3.52464e-07
PWY-7294: xylose degradation IV	1.22377e-06	0	8.8176e-07	0	0	0	0	1.45644e-06	0	0	0	4.00251e-05	5.07923e-06	0	0	0	0	0	0	0	0	0	2.39081e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.7058e-06	0	0	1.55614e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54686e-06	1.99812e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34239e-06	0
PWY-5747: 2-methylcitrate cycle II	1.14617e-06	2.15298e-06	1.10224e-06	0	2.53489e-06	0	3.24116e-06	3.80971e-06	1.35923e-06	7.45072e-05	8.89772e-05	5.62835e-05	5.92123e-06	5.14749e-06	3.49237e-06	0	1.87187e-07	0	8.26916e-07	1.36348e-06	0	1.26923e-05	3.73347e-05	7.80466e-06	2.07886e-05	5.84923e-06	0	0	0	9.84802e-06	1.48956e-05	2.46837e-07	1.59092e-07	1.00566e-06	0	4.36646e-06	0	0	1.13507e-05	0	2.03377e-06	1.28008e-06	2.218e-06	0	6.29756e-05	1.7586e-06	1.13063e-05	0	1.32648e-06	0	0	0	0	1.06279e-06	2.49339e-05	7.05367e-05	7.7955e-06	3.58729e-06	0	0	3.44974e-07	0	1.19732e-06	4.32664e-06	8.05632e-06	1.1434e-05	0	0	7.04804e-05	6.90756e-06	6.71976e-07	8.82787e-07	6.17246e-07	0	0	1.05267e-06	0	0	2.04002e-05	7.96056e-06	0	0	0	0	4.44554e-06	3.23751e-05
PWY0-42: 2-methylcitrate cycle I	1.14129e-06	2.18788e-06	1.15041e-06	0	2.75792e-06	0	3.68209e-06	2.11431e-06	1.29721e-06	8.20702e-05	9.49542e-05	6.03987e-05	6.49169e-06	4.05104e-06	0	0	2.24421e-07	0	0	8.57956e-07	0	1.29194e-05	4.06906e-05	8.83853e-06	2.28027e-05	6.70099e-06	0	0	0	8.45823e-06	1.27674e-05	2.90166e-07	1.95023e-07	1.17302e-06	0	3.35055e-06	0	0	1.14579e-05	0	2.43375e-06	1.42853e-06	2.551e-06	0	6.36878e-05	2.10012e-06	7.15367e-06	0	1.43963e-06	0	0	0	0	1.15663e-06	2.82981e-05	7.68988e-05	7.99563e-06	3.9786e-06	0	0	4.03528e-07	0	1.29608e-06	4.95782e-06	9.36395e-06	1.22375e-05	0	0	7.55187e-05	7.51902e-06	7.56076e-07	1.05178e-06	6.60357e-07	0	0	1.11673e-06	0	0	2.34559e-05	8.20228e-06	0	0	0	0	4.13655e-06	3.23285e-05
PWY-7446: sulfoglycolysis	1.13675e-06	1.24595e-06	8.83398e-07	0	2.56965e-06	0	3.05031e-06	2.56888e-06	1.10982e-06	5.1327e-05	1.66887e-05	4.60763e-05	3.70657e-06	3.19324e-06	0	0	0	0	0	5.86782e-07	0	1.25115e-05	1.41007e-05	5.84961e-06	2.01062e-05	6.05472e-06	0	0	0	2.03996e-06	1.79692e-06	3.66903e-07	0	5.14185e-07	0	1.5722e-06	0	0	1.50814e-05	0	0	0	2.52633e-06	0	4.70281e-05	6.03346e-07	2.5217e-06	0	0	0	0	0	0	2.31418e-07	1.99732e-05	3.39641e-05	3.96873e-06	5.14574e-06	0	0	6.1671e-07	0	2.54161e-06	3.42354e-06	1.28061e-05	5.05161e-06	0	0	0	0	0	1.24362e-07	0	0	0	0	0	0	1.22945e-05	5.02497e-06	0	0	0	0	1.73587e-06	2.58457e-05
PWY-5055: nicotinate degradation III	1.08429e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	1.0731e-06	2.05401e-05	0	0	1.01023e-06	0	4.34352e-06	6.15114e-06	3.20798e-06	7.60944e-05	9.74645e-05	8.46389e-05	8.36809e-06	3.77542e-06	3.66228e-06	0	2.54886e-07	0	5.78007e-07	0	0	1.84895e-05	4.04813e-05	1.59909e-06	2.94113e-05	8.27819e-06	0	0	2.11196e-06	7.98483e-06	8.29116e-06	9.92666e-07	2.32247e-07	8.7681e-07	0	2.05418e-06	0	0	0	0	8.81378e-06	0	5.34507e-06	0	6.35533e-05	1.6252e-06	6.68695e-05	0	0	0	9.68198e-07	0	0	1.25885e-06	0	9.54881e-05	1.93929e-06	5.33651e-06	0	0	4.3373e-07	0	0	5.32993e-06	0	1.08078e-05	0	0	0.000191597	2.3645e-05	7.42346e-07	1.86811e-06	8.11414e-07	0	0	0	0	0	3.71931e-05	1.80487e-05	0	5.21022e-07	0	0	1.13058e-06	3.2038e-05
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	1.0731e-06	2.05401e-05	0	0	1.01023e-06	0	4.34352e-06	6.15114e-06	3.20798e-06	7.60944e-05	9.74645e-05	8.46389e-05	8.36809e-06	3.77542e-06	3.66228e-06	0	2.54886e-07	0	5.78007e-07	0	0	1.84895e-05	4.04813e-05	1.59909e-06	2.94113e-05	8.27819e-06	0	0	2.11196e-06	7.98483e-06	8.29116e-06	9.92666e-07	2.32247e-07	8.7681e-07	0	2.05418e-06	0	0	0	0	8.81378e-06	0	5.34507e-06	0	6.35533e-05	1.6252e-06	6.68695e-05	0	0	0	9.68198e-07	0	0	1.25885e-06	0	9.54881e-05	1.93929e-06	5.33651e-06	0	0	4.3373e-07	0	0	5.32993e-06	0	1.08078e-05	0	0	0.000191597	2.3645e-05	7.42346e-07	1.86811e-06	8.11414e-07	0	0	0	0	0	3.71931e-05	1.80487e-05	0	5.21022e-07	0	0	1.13058e-06	3.2038e-05
PWY-7616: methanol oxidation to carbon dioxide	1.05971e-06	4.08159e-06	1.44165e-06	0	4.47811e-06	0	0	1.43164e-06	3.84978e-06	2.15903e-06	8.21388e-06	0	1.05151e-06	2.48613e-07	0	0	0	0	0	0	0	0	5.77254e-07	0	0	0	0	0	0	8.06102e-07	2.4887e-06	6.98955e-07	1.03518e-06	5.06925e-07	0	3.17844e-07	0	0	7.66982e-06	0	1.81324e-06	6.34603e-07	5.28428e-07	0	0	0	1.41998e-05	0	0	0	9.19221e-07	0	0	0	0	0	3.70489e-06	0	0	0	0	0	0	1.03097e-06	0	2.51568e-06	9.71797e-07	0	0	1.56719e-06	1.27096e-07	2.84354e-07	0	0	0	0	0	0	1.33886e-06	1.86333e-06	0	0	0	0	1.49919e-06	2.65126e-06
P23-PWY: reductive TCA cycle I	1.02753e-06	0	2.48147e-06	1.0313e-05	3.48428e-06	0	0	1.28017e-05	1.84015e-06	0	0	5.66276e-06	1.47503e-05	4.12864e-06	5.73478e-06	0	3.86321e-06	0	0	0	0	0	1.63041e-06	1.75552e-05	2.35011e-05	0	0	0	0	1.60551e-06	0	2.13424e-07	0	2.80312e-06	0	0	0	0	1.30829e-06	9.72294e-07	0	6.80295e-06	4.49625e-06	0	0	2.65726e-06	6.66551e-07	0	1.34464e-06	1.21359e-06	0	0	0	0	1.38742e-06	0	4.92385e-06	6.57354e-06	0	0	1.69264e-06	0	5.0903e-06	1.58319e-06	7.134e-06	5.91236e-06	0	0	5.11569e-07	8.75343e-06	1.43636e-06	2.34506e-06	5.62567e-07	0	0	5.70361e-06	0	0	0	0	9.41307e-06	0	3.25288e-07	0	4.17355e-06	1.68263e-06
AST-PWY: L-arginine degradation II (AST pathway)	9.96984e-07	3.6103e-05	1.08397e-06	0	3.46047e-06	0	7.91401e-06	9.10433e-06	2.6684e-06	9.35118e-05	8.23846e-05	8.67861e-05	6.30392e-06	5.51913e-06	8.86759e-06	0	0	0	1.18477e-06	8.49462e-07	0	1.98595e-05	5.20109e-05	9.42727e-06	1.84336e-05	9.4087e-06	0	0	4.6913e-06	8.29543e-06	6.62362e-06	0	8.57981e-07	0	0	4.42907e-06	0	0	1.39838e-05	0	4.37727e-06	1.58046e-06	3.81776e-06	0	7.88702e-05	3.37064e-06	0.000106934	0	1.28825e-06	0	0	0	0	1.45292e-06	3.23271e-05	9.47148e-05	6.10556e-06	4.76968e-06	0	0	1.3654e-06	0	2.11005e-06	4.86738e-06	1.73166e-05	1.22496e-05	0	0	7.11848e-05	6.28841e-06	0	0	5.6484e-07	0	0	2.86236e-06	0	0	2.86919e-05	1.22529e-05	0	0	0	0	2.10925e-06	4.2391e-05
PWY-5692: allantoin degradation to glyoxylate II	9.11915e-07	2.2651e-07	8.96302e-07	0	1.306e-06	0	1.30754e-06	1.0371e-06	8.85011e-07	1.10795e-05	1.82294e-05	2.31992e-05	1.45497e-06	3.04481e-07	0	0	0	0	0	0	0	8.66795e-06	4.26275e-06	4.49599e-07	1.27339e-06	2.5539e-06	0	0	0	2.62958e-06	1.60223e-06	0	2.57038e-07	0	0	3.50663e-07	0	0	7.90389e-07	0	1.59575e-06	0	1.09891e-06	0	1.38398e-05	1.83496e-06	2.27926e-06	0	0	0	0	0	0	1.55828e-07	1.69686e-06	2.66078e-05	0	3.59234e-07	0	0	0	0	1.0761e-07	1.61743e-06	1.00607e-06	1.37861e-06	0	0	3.05105e-05	3.39306e-06	0	0	1.36116e-06	0	0	0	0	0	9.73531e-06	1.90502e-06	0	0	0	0	4.17288e-07	1.17438e-05
URDEGR-PWY: superpathway of allantoin degradation in plants	9.11915e-07	2.2651e-07	8.96302e-07	0	1.306e-06	0	1.30754e-06	1.0371e-06	8.85011e-07	1.10795e-05	1.82294e-05	2.31992e-05	1.45497e-06	3.04481e-07	0	0	0	0	0	0	0	8.66795e-06	4.26275e-06	4.49599e-07	1.27339e-06	2.5539e-06	0	0	0	2.62958e-06	1.60223e-06	0	2.57038e-07	0	0	3.50663e-07	0	0	7.90389e-07	0	1.59575e-06	0	1.09891e-06	0	1.38398e-05	1.83496e-06	2.27926e-06	0	0	0	0	0	0	1.55828e-07	1.69686e-06	2.66078e-05	0	3.59234e-07	0	0	0	0	1.0761e-07	1.61743e-06	1.00607e-06	1.37861e-06	0	0	3.05105e-05	3.39306e-06	0	0	1.36116e-06	0	0	0	0	0	9.73531e-06	1.90502e-06	0	0	0	0	4.17288e-07	1.17438e-05
PWY3DJ-35471: L-ascorbate biosynthesis IV	8.89947e-07	4.59194e-05	2.38938e-07	0	0	0	0	1.84393e-05	0	1.18745e-06	0	0	0	1.16769e-05	1.53317e-05	1.05315e-05	0	0	0	0	0	0	2.9361e-06	0	6.0742e-06	0	0	0	7.40612e-06	0	0	0	0	0	0	7.55747e-06	0	0	1.71612e-05	0	0	0	0	0	3.53203e-06	0	0.00016286	0	0	0	0	1.19798e-06	0	0	0	0	9.60414e-06	0	0	0	0	0	0	1.16571e-06	0	0	0	0	0	5.97876e-07	0	0	0	0	0	0	0	0	0	1.19929e-05	0	0	1.2212e-06	0	0	6.12434e-06
